num_iter,objectids_to_keep,prot,nn_d,area_buff,prox,eca,flux,awf,pc,protconn,protconn_prot,protconn_unprot,protconn_trans,protconn_within,protconn_contig,iic,bc,degree,clustering_coeff,compartment,cohesion,gyrate,aw_gyrate,mean_patch_area,mean_patch_peri,mean_patch_shape,total_edge,edge_density
89,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",11.2258,44811.13267,835968906.2,17156.47056,NA,NA,NA,NA,4.7709,25.4077,25.4077,74.5923,3.5588,1.2122,NA,0.071428571,0.107142857,0.172619048,1,97.62442564,10468.27214,29453.27283,72400,189000,1.767314665,0,0
90,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",11.4915,47673.22358,833633127.4,17139.60248,NA,NA,NA,NA,4.696,23.4771,23.4771,76.5229,3.5935,1.1025,NA,0,0.102040816,0.172619048,1,97.61473352,9973.005504,29413.90769,59800,158000,1.643402088,0,0
91,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",10.7813,48868.08153,787234940.5,17135.23959,NA,NA,NA,NA,4.2523,18.763,18.763,81.237,3.4544,0.7979,NA,0,0.096938776,0.172619048,1,97.62707442,5668.520349,29531.99366,90250,196000,1.633013556,0,0
92,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",10.928,56147.48767,801731391.1,17063.56022,NA,NA,NA,NA,4.7665,26.265,26.265,73.735,3.5146,1.2519,NA,0.071428571,0.107142857,0.172619048,1,97.596817,9973.005504,29520.97602,59500,168666.6667,1.808870444,0,0
93,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",11.1659,44576.48287,823941096.2,17157.06968,NA,NA,NA,NA,4.4582,22.9848,22.9848,77.0152,3.4335,1.0247,NA,0.071428571,0.091836735,0.19047619,1,97.62027251,10530.02646,29293.58521,73150,178000,1.657765196,0,0
94,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",9.6486,47960.49802,729451261.5,17159.00972,NA,NA,NA,NA,4.0663,25.6011,25.6011,74.3989,3.0253,1.041,NA,0.071428571,0.107142857,0.172619048,1,97.61485818,8819.931414,29519.0292,145750,266000,1.75373792,0,0
95,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",11.1378,43928.81705,821468072.8,17157.88197,NA,NA,NA,NA,4.4574,22.9946,22.9946,77.0054,3.4324,1.025,NA,0.071428571,0.081632653,0.119047619,1,97.61635865,10488.3585,29301.97825,74650,186000,1.779880733,0,0
96,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",10.6755,41882.77606,795117842.3,17153.49867,NA,NA,NA,NA,4.3693,22.5892,22.5892,77.4108,3.3823,0.987,NA,0.071428571,0.096938776,0.172619048,1,97.61847096,10540.45102,29399.91497,100150,247000,1.9670172,0,0
97,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",10.9411,44744.86697,792782063.5,17136.63058,NA,NA,NA,NA,4.2825,20.1674,20.1674,79.8326,3.4189,0.8637,NA,0,0.091836735,0.172619048,1,97.60870316,10039.63217,29360.45319,87600,218000,1.86242082,0,0
98,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",10.231,45939.72492,746383876.6,17132.26769,NA,NA,NA,NA,3.7908,13.6752,13.6752,86.3248,3.2724,0.5184,NA,0,0.086734694,0.172619048,1,97.62113561,5740.699233,29478.96756,118600,258000,1.861515181,0,0
99,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",10.3776,53444.38926,760880327.2,17060.58832,NA,NA,NA,NA,4.3642,23.5631,23.5631,76.4369,3.3358,1.0283,NA,0.071428571,0.096938776,0.172619048,1,97.59045278,10039.63217,29467.88714,77833.33333,210000,1.979306511,0,0
100,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",10.9262,47058.29583,809642134.6,17157.06968,NA,NA,NA,NA,4.3075,22.7739,22.7739,77.2261,3.3265,0.981,NA,0.071428571,0.091836735,0.19047619,1,97.61843207,8666.85774,29423.30471,83050,140000,1.351318148,0,0
101,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",12.4154,36366.12379,912594391.4,17160.03615,NA,NA,NA,NA,4.965,25.4638,25.4638,74.5362,3.7007,1.2643,NA,0.071428571,0.086734694,0.119047619,1,97.61985601,10335.28483,29211.64511,12250,62000,1.397050641,0,0
102,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",11.9531,42186.24381,876768533.3,17154.53052,NA,NA,NA,NA,4.879,25.1019,25.1019,74.8981,3.6543,1.2247,NA,0.071428571,0.091836735,0.19047619,1,97.6219672,10387.37735,29307.34045,37150,119000,1.574234968,0,0
103,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",12.2187,45048.33471,874432754.5,17137.66244,NA,NA,NA,NA,4.8062,23.263,23.263,76.737,3.6881,1.1181,NA,0,0.086734694,0.19047619,1,97.61235646,9898.33339,29268.86714,24900,92000,1.468603825,0,0
104,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",11.5086,46243.19267,828034567.5,17133.29955,NA,NA,NA,NA,4.3738,18.771,18.771,81.229,3.5528,0.821,NA,0,0.081632653,0.19047619,1,97.62458878,5587.625559,29384.63108,55250,131000,1.486458367,0,0
105,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",11.6552,53724.51334,842531018.2,17061.62018,NA,NA,NA,NA,4.8747,25.9179,25.9179,74.0821,3.6113,1.2634,NA,0.071428571,0.091836735,0.19047619,1,97.59455845,9898.33339,29373.77037,35633.33333,120666.6667,1.656675573,0,0
106,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",10.8981,46410.63,807169111.2,17157.88197,NA,NA,NA,NA,4.3067,22.7844,22.7844,77.2156,3.3255,0.9813,NA,0.071428571,0.081632653,0.119047619,1,97.6145313,8625.189784,29431.77488,85300,151000,1.48712239,0,0
107,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",10.4357,47085.80361,780818880.7,17153.49867,NA,NA,NA,NA,4.2263,22.5395,22.5395,77.4605,3.2737,0.9526,NA,0.071428571,0.096938776,0.172619048,1,97.61662871,8677.282302,29530.85178,109550,214000,1.714032162,0,0
108,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",10.7013,47226.67992,778483101.9,17136.63058,NA,NA,NA,NA,4.1255,19.7318,19.7318,80.2682,3.3115,0.814,NA,0,0.091836735,0.172619048,1,97.60690123,8319.784117,29490.8101,97550,177000,1.534516809,0,0
109,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",9.9912,48421.53788,732084915,17132.26769,NA,NA,NA,NA,3.6124,12.5237,12.5237,87.4763,3.16,0.4524,NA,0,0.086734694,0.172619048,1,97.61928585,3877.530513,29610.7375,127950,213000,1.511958443,0,0
110,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",10.1379,56841.73372,746581365.6,17060.58832,NA,NA,NA,NA,4.2179,23.5251,23.5251,76.4749,3.2257,0.9923,NA,0.071428571,0.096938776,0.172619048,1,97.5886892,8319.784117,29599.58013,84533.33333,182666.6667,1.730876918,0,0
111,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",11.925,40950.89612,874295509.9,17155.34281,NA,NA,NA,NA,4.8783,25.111,25.111,74.889,3.6533,1.225,NA,0.071428571,0.081632653,0.119047619,1,97.61809294,10345.70939,29315.65886,38700,138000,1.777242797,0,0
112,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",12.1906,45051.15858,871959731.1,17138.47472,NA,NA,NA,NA,4.8055,23.2716,23.2716,76.7284,3.6872,1.1183,NA,0,0.076530612,0.119047619,1,97.60847888,9859.870662,29277.13952,26400,101000,1.587129418,0,0
113,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",11.4805,45595.52684,825561544.1,17134.11183,NA,NA,NA,NA,4.373,18.7788,18.7788,81.2212,3.5518,0.8212,NA,0,0.071428571,0.119047619,1,97.62071172,5545.957603,29393.02146,56850,140000,1.595961548,0,0
114,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",11.6271,53126.66796,840057994.8,17062.43247,NA,NA,NA,NA,4.874,25.9274,25.9274,74.0726,3.6103,1.2637,NA,0.071428571,0.081632653,0.119047619,1,97.59056923,9859.870662,29382.15313,36833.33333,128666.6667,1.755763614,0,0
115,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",11.7283,43077.92715,845609500.6,17134.09142,NA,NA,NA,NA,4.7191,22.8541,22.8541,77.1459,3.6406,1.0785,NA,0,0.091836735,0.172619048,1,97.6105185,9907.956063,29373.61416,51400,159000,1.754625397,0,0
116,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",11.0181,43549.48586,799211313.6,17129.72853,NA,NA,NA,NA,4.2778,18.1031,18.1031,81.8969,3.5034,0.7744,NA,0,0.086734694,0.172619048,1,97.62284473,5598.050121,29491.08957,82050,2.00E+05,1.770791633,0,0
117,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",11.1648,50874.71601,813707764.3,17058.04916,NA,NA,NA,NA,4.791,25.6365,25.6365,74.3635,3.5627,1.2282,NA,0.071428571,0.096938776,0.172619048,1,97.59250444,9907.956063,29480.11217,53433.33333,165333.3333,1.833925759,0,0
118,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",11.2837,43020.44976,817729236.6,17135.23959,NA,NA,NA,NA,4.3542,18.7306,18.7306,81.2694,3.5387,0.8156,NA,0,0.091836735,0.172619048,1,97.61313684,5477.41595,29451.49241,69450,169000,1.652882345,0,0
119,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",11.4304,53879.94481,811371985.5,17041.18108,NA,NA,NA,NA,4.7146,23.697,23.697,76.303,3.5974,1.1172,NA,0,0.091836735,0.172619048,1,97.58271863,9488.088194,29440.56904,45466.66667,149333.3333,1.808151588,0,0
120,"161,162,163,164,165,000,000,000,000,000,000,000,000,000",10.7203,55333.51002,764973798.6,17036.81819,NA,NA,NA,NA,4.2729,19.0595,19.0595,80.9405,3.4585,0.8144,NA,0,0.086734694,0.172619048,1,97.59514139,5477.41595,29559.12348,65500,177333.3333,1.846489753,0,0
