num_iter,prot,nn_d,area_buff,prox,eca,flux,awf,pc,protconn,protconn_prot,protconn_unprot,protconn_trans,protconn_within,protconn_contig,iic,bc,degree,clustering_coeff,compartment,cohesion,gyrate,aw_gyrate,mean_patch_area,mean_patch_peri,mean_patch_shape,total_edge,edge_density
101,12.4154,11973.36413,1563.013864,17160.03615,4762.621635,469.171,8663770,5215.65,4.965,25.4638,25.4638,74.5362,3.7007,1.2643,4452.17,0.071428571,0.086734694,0.095238095,0.878429955,97.55826283,13444.54435,15662.40408,12250,62000,1.397050641,0,0
102,11.9531,13066.85052,1419.327343,17154.53052,4680.127081,470.718,8246520,5009.92,4.879,25.1019,25.1019,74.8981,3.6543,1.2247,4360.53,0.071428571,0.091836735,0.142857143,0.88970289,97.55964878,12941.21361,15695.21902,37150,119000,1.574234968,0,0
103,12.2187,12252.9969,1413.148986,17137.66244,4610.294482,471.095,7938910,5034.92,4.8062,23.263,23.263,76.737,3.6881,1.1181,4330.22,0,0.086734694,0.142857143,0.870583107,97.56634316,13218.82952,15763.59372,24900,92000,1.468603825,0,0
104,11.5086,11807.15515,1288.925843,17133.29955,4195.519538,471.526,5771020,4607.96,4.3738,18.771,18.771,81.229,3.5528,0.821,3972.52,0,0.081632653,0.142857143,0.81857582,97.52614575,12940.69321,15781.50464,55250,131000,1.486458367,0,0
105,11.6552,11973.36413,797.3169857,17061.62018,4676.002353,471.978,8516020,4987.84,4.8747,25.9179,25.9179,74.0821,3.6113,1.2634,4299.73,0.071428571,0.091836735,0.142857143,0.858687306,97.59625631,13472.54481,15742.15663,35633.33333,120666.6667,1.656675573,0,0
106,10.8981,16013.92538,1396.882579,17157.88197,4131.154601,471.582,5613430,4619.63,4.3067,22.7844,22.7844,77.2156,3.3255,0.9813,3907.87,0.071428571,0.081632653,0.095238095,0.887716794,97.49346893,12579.36768,15359.70074,85300,151000,1.48712239,0,0
107,10.4357,16968.63431,1270.500414,17153.49867,4054.031786,474.63,5239770,4415.61,4.2263,22.5395,22.5395,77.4605,3.2737,0.9526,3805.03,0.071428571,0.096938776,0.119047619,0.851882637,97.49091572,12076.03693,15382.22452,109550,214000,1.714032162,0,0
108,10.7013,15975.78892,1264.322057,17136.63058,3957.340495,474.984,4909830,4416.84,4.1255,19.7318,19.7318,80.2682,3.3115,0.814,3770.25,0,0.091836735,0.119047619,0.833350621,97.50097008,12353.65285,15467.88151,97550,177000,1.534516809,0,0
109,9.9912,15529.94716,1140.098914,17132.26769,3465.154964,475.415,2741900,3922.89,3.6124,12.5237,12.5237,87.4763,3.16,0.4524,3353.35,0,0.086734694,0.119047619,0.785715414,97.45267101,12075.51653,15470.05949,127950,213000,1.511958443,0,0
110,10.1379,15696.15614,648.4900572,17060.58832,4045.974178,475.924,5570900,4382.16,4.2179,23.5251,23.5251,76.4749,3.2257,0.9923,3735.2,0.071428571,0.096938776,0.119047619,0.829365761,97.52740716,12545.56981,15425.82526,84533.33333,182666.6667,1.730876918,0,0
111,11.925,13695.15796,1447.085079,17155.34281,4679.455614,468.171,8246670,5008.97,4.8783,25.111,25.111,74.889,3.6533,1.225,4359.67,0.071428571,0.081632653,0.095238095,0.887196434,97.57492766,12853.31585,15711.68717,38700,138000,1.777242797,0,0
112,12.1906,12881.30435,1440.906721,17138.47472,4609.623015,468.546,7938950,5033.32,4.8055,23.2716,23.2716,76.7284,3.6872,1.1183,4329.35,0,0.076530612,0.095238095,0.868216851,97.58126704,13130.93176,15779.87809,26400,101000,1.587129418,0,0
113,11.4805,12435.46259,1316.683579,17134.11183,4194.752147,468.977,5771030,4606.11,4.373,18.7788,18.7788,81.2212,3.5518,0.8212,3971.57,0,0.071428571,0.095238095,0.814752549,97.54156534,12852.79545,15798.72342,56850,140000,1.595961548,0,0
114,11.6271,12601.67157,825.0747214,17062.43247,4675.330886,469.43,8516110,4987.1,4.874,25.9274,25.9274,74.0726,3.6103,1.2637,4298.86,0.071428571,0.081632653,0.095238095,0.84734474,97.61222931,13378.36865,15759.22454,36833.33333,128666.6667,1.755763614,0,0
115,11.7283,13657.0215,1314.524557,17134.09142,4526.744765,471.571,7542960,4821.97,4.7191,22.8541,22.8541,77.1459,3.6406,1.0785,4236.75,0,0.091836735,0.119047619,0.827259237,97.58353196,12627.60102,15818.66868,51400,159000,1.754625397,0,0
116,11.0181,13211.17974,1190.301414,17129.72853,4103.432594,472.003,5375030,4374.03,4.2778,18.1031,18.1031,81.8969,3.5034,0.7744,3870.42,0,0.086734694,0.119047619,0.7747458,97.5414809,12349.46471,15840.59917,82050,2.00E+05,1.770791633,0,0
117,11.1648,13377.38872,698.6925572,17058.04916,4595.714049,472.489,8140940,4893.41,4.791,25.6365,25.6365,74.3635,3.5627,1.2282,4254.58,0.071428571,0.096938776,0.119047619,0.838348956,97.61525822,12839.08571,15799.15547,53433.33333,165333.3333,1.833925759,0,0
118,11.2837,12117.69335,1283.048486,17135.23959,4176.718454,474.081,5720040,4585.78,4.3542,18.7306,18.7306,81.2694,3.5387,0.8156,3957.29,0,0.091836735,0.119047619,0.769376308,97.54970768,12627.08062,15910.96707,69450,169000,1.652882345,0,0
119,11.4304,12563.53511,692.5142,17041.18108,4522.428189,472.832,7812510,4798.81,4.7146,23.697,23.697,76.303,3.5974,1.1172,4174.15,0,0.091836735,0.119047619,0.798673707,97.62168549,13136.53133,15870.34274,45466.66667,149333.3333,1.808151588,0,0
120,10.7203,12117.69335,568.2910572,17036.81819,4098.732323,473.263,5644580,4348.5,4.2729,19.0595,19.0595,80.9405,3.4585,0.8144,3801.8,0,0.086734694,0.119047619,0.743256521,97.57931794,12838.52813,15895.97473,65500,177333.3333,1.846489753,0,0
